-10,-110,-33.98
-5,-110,-17.53
0,-110,0.00
5,-110,17.53
10,-110,33.98
15,-110,48.31
20,-110,59.63
25,-110,67.25
30,-110,70.69
35,-110,69.73
40,-110,64.44
45,-110,55.14
50,-110,42.41
55,-110,27.05
60,-110,10.00
65,-110,-7.67
70,-110,-24.86
75,-110,-40.50
80,-110,-53.63
85,-110,-63.43
90,-110,-69.27
95,-110,-70.82
100,-110,-67.96
105,-110,-60.87
110,-110,-50.00
115,-110,-36.02
120,-110,-19.80
-125,-105,1.70
-120,-105,14.31
-115,-105,26.03
-110,-105,36.13
-105,-105,43.98
-100,-105,49.11
-95,-105,51.17
-90,-105,50.06
-85,-105,45.83
-80,-105,38.75
-75,-105,29.27
-70,-105,17.96
-65,-105,5.54
-60,-105,-7.23
-55,-105,-19.54
-50,-105,-30.65
-45,-105,-39.84
-40,-105,-46.56
-35,-105,-50.39
-30,-105,-51.08
-25,-105,-48.60
-20,-105,-43.09
-15,-105,-34.91
-10,-105,-24.55
-5,-105,-12.67
0,-105,0.00
5,-105,12.67
10,-105,24.55
15,-105,34.91
20,-105,43.09
25,-105,48.60
30,-105,51.08
35,-105,50.39
40,-105,46.56
45,-105,39.84
50,-105,30.65
55,-105,19.54
60,-105,7.23
65,-105,-5.54
70,-105,-17.96
75,-105,-29.27
80,-105,-38.75
85,-105,-45.83
90,-105,-50.06
95,-105,-51.17
100,-105,-49.11
105,-105,-43.98
110,-105,-36.13
115,-105,-26.03
120,-105,-14.31
-125,-100,0.94
-120,-100,7.93
-115,-100,14.42
-110,-100,20.01
-105,-100,24.36
-100,-100,27.20
-95,-100,28.35
-90,-100,27.73
-85,-100,25.39
-80,-100,21.47
-75,-100,16.21
-70,-100,9.95
-65,-100,3.07
-60,-100,-4.00
-55,-100,-10.83
-50,-100,-16.98
-45,-100,-22.07
-40,-100,-25.79
-35,-100,-27.91
-30,-100,-28.30
-25,-100,-26.92
-20,-100,-23.87
-15,-100,-19.34
-10,-100,-13.60
-5,-100,-7.02
0,-100,0.00
5,-100,7.02
10,-100,13.60
15,-100,19.34
20,-100,23.87
25,-100,26.92
30,-100,28.30
35,-100,27.91
40,-100,25.79
45,-100,22.07
50,-100,16.98
55,-100,10.83
60,-100,4.00
65,-100,-3.07
70,-100,-9.95
75,-100,-16.21
80,-100,-21.47
85,-100,-25.39
90,-100,-27.73
95,-100,-28.35
100,-100,-27.20
105,-100,-24.36
110,-100,-20.01
115,-100,-14.42
120,-100,-7.93
-125,-95,0.12
-120,-95,1.05
-115,-95,1.91
-110,-95,2.65
-105,-95,3.23
-100,-95,3.61
-95,-95,3.76
-90,-95,3.68
-85,-95,3.37
-80,-95,2.85
-75,-95,2.15
-70,-95,1.32
-65,-95,0.41
-60,-95,-0.53
-55,-95,-1.44
-50,-95,-2.25
-45,-95,-2.93
-40,-95,-3.42
-35,-95,-3.70
-30,-95,-3.75
-25,-95,-3.57
-20,-95,-3.16
-15,-95,-2.56
-10,-95,-1.80
-5,-95,-0.93
0,-95,0.00
5,-95,0.93
10,-95,1.80
15,-95,2.56
20,-95,3.16
25,-95,3.57
30,-95,3.75
35,-95,3.70
40,-95,3.42
45,-95,2.93
50,-95,2.25
55,-95,1.44
60,-95,0.53
65,-95,-0.41
70,-95,-1.32
75,-95,-2.15
80,-95,-2.85
85,-95,-3.37
90,-95,-3.68
95,-95,-3.76
100,-95,-3.61
105,-95,-3.23
110,-95,-2.65
115,-95,-1.91
120,-95,-1.05
-125,-90,-0.70
-120,-90,-5.89
-115,-90,-10.71
-110,-90,-14.87
-105,-90,-18.11
-100,-90,-20.21
-95,-90,-21.06
-90,-90,-20.61
-85,-90,-18.87
-80,-90,-15.95
-75,-90,-12.05
-70,-90,-7.39
-65,-90,-2.28
-60,-90,2.97
-55,-90,8.05
-50,-90,12.62
-45,-90,16.40
-40,-90,19.17
-35,-90,20.74
-30,-90,21.03
-25,-90,20.00
-20,-90,17.74
-15,-90,14.37
-10,-90,10.11
-5,-90,5.22
0,-90,-0.00
5,-90,-5.22
10,-90,-10.11
15,-90,-14.37
20,-90,-17.74
25,-90,-20.00
30,-90,-21.03
35,-90,-20.74
40,-90,-19.17
45,-90,-16.40
50,-90,-12.62
55,-90,-8.05
60,-90,-2.97
65,-90,2.28
70,-90,7.39
75,-90,12.05
80,-90,15.95
85,-90,18.87
90,-90,20.61
95,-90,21.06
100,-90,20.21
105,-90,18.11
110,-90,14.87
115,-90,10.71
120,-90,5.89
-125,-85,-1.48
-120,-85,-12.46
-115,-85,-22.67
-110,-85,-31.47
-105,-85,-38.32
-100,-85,-42.78
-95,-85,-44.58
-90,-85,-43.61
-85,-85,-39.92
-80,-85,-33.76
-75,-85,-25.50
-70,-85,-15.65
-65,-85,-4.83
-60,-85,6.30
-55,-85,17.03
-50,-85,26.70
-45,-85,34.71
-40,-85,40.56
-35,-85,43.89
-30,-85,44.50
-25,-85,42.33
-20,-85,37.54
-15,-85,30.41
-10,-85,21.39
-5,-85,11.04
0,-85,-0.00
5,-85,-11.04
10,-85,-21.39
15,-85,-30.41
20,-85,-37.54
25,-85,-42.33
30,-85,-44.50
35,-85,-43.89
40,-85,-40.56
45,-85,-34.71
50,-85,-26.70
55,-85,-17.03
60,-85,-6.30
65,-85,4.83
70,-85,15.65
75,-85,25.50
80,-85,33.76
85,-85,39.92
90,-85,43.61
95,-85,44.58
100,-85,42.78
105,-85,38.32
110,-85,31.47
115,-85,22.67
120,-85,12.46
-125,-80,-2.17
-120,-80,-18.26
-115,-80,-33.22
-110,-80,-46.12
-105,-80,-56.14
-100,-80,-62.68
-95,-80,-65.32
-90,-80,-63.90
-85,-80,-58.50
-80,-80,-49.47
-75,-80,-37.36
-70,-80,-22.93
-65,-80,-7.07
-60,-80,9.22
-55,-80,24.95
-50,-80,39.12
-45,-80,50.86
-40,-80,59.44
-35,-80,64.32
-30,-80,65.20
-25,-80,62.03
-20,-80,55.00
-15,-80,44.55
-10,-80,31.34
-5,-80,16.17
0,-80,-0.00
5,-80,-16.17
10,-80,-31.34
15,-80,-44.55
20,-80,-55.00
25,-80,-62.03
30,-80,-65.20
35,-80,-64.32
40,-80,-59.44
45,-80,-50.86
50,-80,-39.12
55,-80,-24.95
60,-80,-9.22
65,-80,7.07
70,-80,22.93
75,-80,37.36
80,-80,49.47
85,-80,58.50
90,-80,63.90
95,-80,65.32
100,-80,62.68
105,-80,56.14
110,-80,46.12
115,-80,33.22
120,-80,18.26
-125,-75,-2.72
-120,-75,-22.93
-115,-75,-41.71
-110,-75,-57.89
-105,-75,-70.48
-100,-75,-78.69
-95,-75,-82.00
-90,-75,-80.21
-85,-75,-73.44
-80,-75,-62.10
-75,-75,-46.90
-70,-75,-28.78
-65,-75,-8.88
-60,-75,11.58
-55,-75,31.32
-50,-75,49.11
-45,-75,63.85
-40,-75,74.61
-35,-75,80.74
-30,-75,81.85
-25,-75,77.87
-20,-75,69.05
-15,-75,55.93
-10,-75,39.34
-5,-75,20.30
0,-75,-0.00
5,-75,-20.30
10,-75,-39.34
15,-75,-55.93
20,-75,-69.05
25,-75,-77.87
30,-75,-81.85
35,-75,-80.74
40,-75,-74.61
45,-75,-63.85
50,-75,-49.11
55,-75,-31.32
60,-75,-11.58
65,-75,8.88
70,-75,28.78
75,-75,46.90
80,-75,62.10
85,-75,73.44
90,-75,80.21
95,-75,82.00
100,-75,78.69
105,-75,70.48
110,-75,57.89
115,-75,41.71
120,-75,22.93
-125,-70,-3.11
-120,-70,-26.17
-115,-70,-47.60
-110,-70,-66.07
-105,-70,-80.44
-100,-70,-89.80
-95,-70,-93.58
-90,-70,-91.54
-85,-70,-83.81
-80,-70,-70.87
-75,-70,-53.52
-70,-70,-32.85
-65,-70,-10.13
-60,-70,13.22
-55,-70,35.74
-50,-70,56.04
-45,-70,72.86
-40,-70,85.15
-35,-70,92.15
-30,-70,93.41
-25,-70,88.87
-20,-70,78.80
-15,-70,63.83
-10,-70,44.90
-5,-70,23.17
0,-70,-0.00
5,-70,-23.17
10,-70,-44.90
15,-70,-63.83
20,-70,-78.80
25,-70,-88.87
30,-70,-93.41
35,-70,-92.15
40,-70,-85.15
45,-70,-72.86
50,-70,-56.04
55,-70,-35.74
60,-70,-13.22
65,-70,10.13
70,-70,32.85
75,-70,53.52
80,-70,70.87
85,-70,83.81
90,-70,91.54
95,-70,93.58
100,-70,89.80
105,-70,80.44
110,-70,66.07
115,-70,47.60
120,-70,26.17
-125,-65,-3.30
-120,-65,-27.78
-115,-65,-50.53
-110,-65,-70.14
-105,-65,-85.39
-100,-65,-95.33
-95,-65,-99.34
-90,-65,-97.18
-85,-65,-88.97
-80,-65,-75.24
-75,-65,-56.82
-70,-65,-34.87
-65,-65,-10.76
-60,-65,14.03
-55,-65,37.94
-50,-65,59.50
-45,-65,77.35
-40,-65,90.40
-35,-65,97.82
-30,-65,99.16
-25,-65,94.34
-20,-65,83.65
-15,-65,67.76
-10,-65,47.66
-5,-65,24.60
0,-65,-0.00
5,-65,-24.60
10,-65,-47.66
15,-65,-67.76
20,-65,-83.65
25,-65,-94.34
30,-65,-99.16
35,-65,-97.82
40,-65,-90.40
45,-65,-77.35
50,-65,-59.50
55,-65,-37.94
60,-65,-14.03
65,-65,10.76
70,-65,34.87
75,-65,56.82
80,-65,75.24
85,-65,88.97
90,-65,97.18
95,-65,99.34
100,-65,95.33
105,-65,85.39
110,-65,70.14
115,-65,50.53
120,-65,27.78
-125,-60,-3.28
-120,-60,-27.66
-115,-60,-50.32
-110,-60,-69.85
-105,-60,-85.03
-100,-60,-94.93
-95,-60,-98.93
-90,-60,-96.77
-85,-60,-88.60
-80,-60,-74.92
-75,-60,-56.58
-70,-60,-34.73
-65,-60,-10.71
-60,-60,13.97
-55,-60,37.78
-50,-60,59.25
-45,-60,77.03
-40,-60,90.02
-35,-60,97.41
-30,-60,98.75
-25,-60,93.95
-20,-60,83.30
-15,-60,67.48
-10,-60,47.46
-5,-60,24.49
0,-60,-0.00
5,-60,-24.49
10,-60,-47.46
15,-60,-67.48
20,-60,-83.30
25,-60,-93.95
30,-60,-98.75
35,-60,-97.41
40,-60,-90.02
45,-60,-77.03
50,-60,-59.25
55,-60,-37.78
60,-60,-13.97
65,-60,10.71
70,-60,34.73
75,-60,56.58
80,-60,74.92
85,-60,88.60
90,-60,96.77
95,-60,98.93
100,-60,94.93
105,-60,85.03
110,-60,69.85
115,-60,50.32
120,-60,27.66
-125,-55,-3.07
-120,-55,-25.83
-115,-55,-46.98
-110,-55,-65.21
-105,-55,-79.39
-100,-55,-88.63
-95,-55,-92.36
-90,-55,-90.35
-85,-55,-82.72
-80,-55,-69.95
-75,-55,-52.83
-70,-55,-32.42
-65,-55,-10.00
-60,-55,13.04
-55,-55,35.28
-50,-55,55.32
-45,-55,71.92
-40,-55,84.05
-35,-55,90.95
-30,-55,92.20
-25,-55,87.71
-20,-55,77.78
-15,-55,63.00
-10,-55,44.31
-5,-55,22.87
0,-55,-0.00
5,-55,-22.87
10,-55,-44.31
15,-55,-63.00
20,-55,-77.78
25,-55,-87.71
30,-55,-92.20
35,-55,-90.95
40,-55,-84.05
45,-55,-71.92
50,-55,-55.32
55,-55,-35.28
60,-55,-13.04
65,-55,10.00
70,-55,32.42
75,-55,52.83
80,-55,69.95
85,-55,82.72
90,-55,90.35
95,-55,92.36
100,-55,88.63
105,-55,79.39
110,-55,65.21
115,-55,46.98
120,-55,25.83
-125,-50,-2.66
-120,-50,-22.39
-115,-50,-40.72
-110,-50,-56.52
-105,-50,-68.81
-100,-50,-76.82
-95,-50,-80.06
-90,-50,-78.31
-85,-50,-71.70
-80,-50,-60.63
-75,-50,-45.79
-70,-50,-28.10
-65,-50,-8.67
-60,-50,11.31
-55,-50,30.58
-50,-50,47.95
-45,-50,62.33
-40,-50,72.85
-35,-50,78.83
-30,-50,79.91
-25,-50,76.03
-20,-50,67.41
-15,-50,54.61
-10,-50,38.41
-5,-50,19.82
0,-50,-0.00
5,-50,-19.82
10,-50,-38.41
15,-50,-54.61
20,-50,-67.41
25,-50,-76.03
30,-50,-79.91
35,-50,-78.83
40,-50,-72.85
45,-50,-62.33
50,-50,-47.95
55,-50,-30.58
60,-50,-11.31
65,-50,8.67
70,-50,28.10
75,-50,45.79
80,-50,60.63
85,-50,71.70
90,-50,78.31
95,-50,80.06
100,-50,76.82
105,-50,68.81
110,-50,56.52
115,-50,40.72
120,-50,22.39
-125,-45,-2.08
-120,-45,-17.55
-115,-45,-31.93
-110,-45,-44.32
-105,-45,-53.96
-100,-45,-60.24
-95,-45,-62.77
-90,-45,-61.41
-85,-45,-56.22
-80,-45,-47.54
-75,-45,-35.90
-70,-45,-22.04
-65,-45,-6.80
-60,-45,8.86
-55,-45,23.97
-50,-45,37.59
-45,-45,48.88
-40,-45,57.12
-35,-45,61.81
-30,-45,62.66
-25,-45,59.61
-20,-45,52.86
-15,-45,42.82
-10,-45,30.12
-5,-45,15.54
0,-45,-0.00
5,-45,-15.54
10,-45,-30.12
15,-45,-42.82
20,-45,-52.86
25,-45,-59.61
30,-45,-62.66
35,-45,-61.81
40,-45,-57.12
45,-45,-48.88
50,-45,-37.59
55,-45,-23.97
60,-45,-8.86
65,-45,6.80
70,-45,22.04
75,-45,35.90
80,-45,47.54
85,-45,56.22
90,-45,61.41
95,-45,62.77
100,-45,60.24
105,-45,53.96
110,-45,44.32
115,-45,31.93
120,-45,17.55
-125,-40,-1.38
-120,-40,-11.63
-115,-40,-21.15
-110,-40,-29.36
-105,-40,-35.74
-100,-40,-39.91
-95,-40,-41.59
-90,-40,-40.68
-85,-40,-37.24
-80,-40,-31.49
-75,-40,-23.79
-70,-40,-14.60
-65,-40,-4.50
-60,-40,5.87
-55,-40,15.88
-50,-40,24.91
-45,-40,32.38
-40,-40,37.84
-35,-40,40.95
-30,-40,41.51
-25,-40,39.49
-20,-40,35.02
-15,-40,28.37
-10,-40,19.95
-5,-40,10.30
0,-40,-0.00
5,-40,-10.30
10,-40,-19.95
15,-40,-28.37
20,-40,-35.02
25,-40,-39.49
30,-40,-41.51
35,-40,-40.95
40,-40,-37.84
45,-40,-32.38
50,-40,-24.91
55,-40,-15.88
60,-40,-5.87
65,-40,4.50
70,-40,14.60
75,-40,23.79
80,-40,31.49
85,-40,37.24
90,-40,40.68
95,-40,41.59
100,-40,39.91
105,-40,35.74
110,-40,29.36
115,-40,21.15
120,-40,11.63
-125,-35,-0.59
-120,-35,-4.98
-115,-35,-9.06
-110,-35,-12.58
-105,-35,-15.31
-100,-35,-17.09
-95,-35,-17.81
-90,-35,-17.42
-85,-35,-15.95
-80,-35,-13.49
-75,-35,-10.19
-70,-35,-6.25
-65,-35,-1.93
-60,-35,2.52
-55,-35,6.80
-50,-35,10.67
-45,-35,13.87
-40,-35,16.21
-35,-35,17.54
-30,-35,17.78
-25,-35,16.92
-20,-35,15.00
-15,-35,12.15
-10,-35,8.55
-5,-35,4.41
0,-35,-0.00
5,-35,-4.41
10,-35,-8.55
15,-35,-12.15
20,-35,-15.00
25,-35,-16.92
30,-35,-17.78
35,-35,-17.54
40,-35,-16.21
45,-35,-13.87
50,-35,-10.67
55,-35,-6.80
60,-35,-2.52
65,-35,1.93
70,-35,6.25
75,-35,10.19
80,-35,13.49
85,-35,15.95
90,-35,17.42
95,-35,17.81
100,-35,17.09
105,-35,15.31
110,-35,12.58
115,-35,9.06
120,-35,4.98
-125,-30,0.23
-120,-30,1.98
-115,-30,3.60
-110,-30,4.99
-105,-30,6.08
-100,-30,6.78
-95,-30,7.07
-90,-30,6.91
-85,-30,6.33
-80,-30,5.35
-75,-30,4.04
-70,-30,2.48
-65,-30,0.77
-60,-30,-1.00
-55,-30,-2.70
-50,-30,-4.23
-45,-30,-5.50
-40,-30,-6.43
-35,-30,-6.96
-30,-30,-7.06
-25,-30,-6.71
-20,-30,-5.95
-15,-30,-4.82
-10,-30,-3.39
-5,-30,-1.75
0,-30,0.00
5,-30,1.75
10,-30,3.39
15,-30,4.82
20,-30,5.95
25,-30,6.71
30,-30,7.06
35,-30,6.96
40,-30,6.43
45,-30,5.50
50,-30,4.23
55,-30,2.70
60,-30,1.00
65,-30,-0.77
70,-30,-2.48
75,-30,-4.04
80,-30,-5.35
85,-30,-6.33
90,-30,-6.91
95,-30,-7.07
100,-30,-6.78
105,-30,-6.08
110,-30,-4.99
115,-30,-3.60
120,-30,-1.98
-125,-25,1.05
-120,-25,8.81
-115,-25,16.03
-110,-25,22.25
-105,-25,27.08
-100,-25,30.24
-95,-25,31.51
-90,-25,30.82
-85,-25,28.22
-80,-25,23.86
-75,-25,18.02
-70,-25,11.06
-65,-25,3.41
-60,-25,-4.45
-55,-25,-12.03
-50,-25,-18.87
-45,-25,-24.53
-40,-25,-28.67
-35,-25,-31.03
-30,-25,-31.45
-25,-25,-29.92
-20,-25,-26.53
-15,-25,-21.49
-10,-25,-15.12
-5,-25,-7.80
0,-25,0.00
5,-25,7.80
10,-25,15.12
15,-25,21.49
20,-25,26.53
25,-25,29.92
30,-25,31.45
35,-25,31.03
40,-25,28.67
45,-25,24.53
50,-25,18.87
55,-25,12.03
60,-25,4.45
65,-25,-3.41
70,-25,-11.06
75,-25,-18.02
80,-25,-23.86
85,-25,-28.22
90,-25,-30.82
95,-25,-31.51
100,-25,-30.24
105,-25,-27.08
110,-25,-22.25
115,-25,-16.03
120,-25,-8.81
-125,-20,1.79
-120,-20,15.10
-115,-20,27.46
-110,-20,38.12
-105,-20,46.41
-100,-20,51.81
-95,-20,53.99
-90,-20,52.82
-85,-20,48.36
-80,-20,40.89
-75,-20,30.88
-70,-20,18.95
-65,-20,5.85
-60,-20,-7.62
-55,-20,-20.62
-50,-20,-32.34
-45,-20,-42.04
-40,-20,-49.13
-35,-20,-53.16
-30,-20,-53.89
-25,-20,-51.27
-20,-20,-45.46
-15,-20,-36.83
-10,-20,-25.90
-5,-20,-13.37
0,-20,0.00
5,-20,13.37
10,-20,25.90
15,-20,36.83
20,-20,45.46
25,-20,51.27
30,-20,53.89
35,-20,53.16
40,-20,49.13
45,-20,42.04
50,-20,32.34
55,-20,20.62
60,-20,7.62
65,-20,-5.85
70,-20,-18.95
75,-20,-30.88
80,-20,-40.89
85,-20,-48.36
90,-20,-52.82
95,-20,-53.99
100,-20,-51.81
105,-20,-46.41
110,-20,-38.12
115,-20,-27.46
120,-20,-15.10
-125,-15,2.43
-120,-15,20.44
-115,-15,37.19
-110,-15,51.62
-105,-15,62.85
-100,-15,70.16
-95,-15,73.12
-90,-15,71.52
-85,-15,65.49
-80,-15,55.37
-75,-15,41.82
-70,-15,25.67
-65,-15,7.92
-60,-15,-10.33
-55,-15,-27.93
-50,-15,-43.79
-45,-15,-56.93
-40,-15,-66.53
-35,-15,-72.00
-30,-15,-72.99
-25,-15,-69.44
-20,-15,-61.57
-15,-15,-49.87
-10,-15,-35.08
-5,-15,-18.10
0,-15,0.00
5,-15,18.10
10,-15,35.08
15,-15,49.87
20,-15,61.57
25,-15,69.44
30,-15,72.99
35,-15,72.00
40,-15,66.53
45,-15,56.93
50,-15,43.79
55,-15,27.93
60,-15,10.33
65,-15,-7.92
70,-15,-25.67
75,-15,-41.82
80,-15,-55.37
85,-15,-65.49
90,-15,-71.52
95,-15,-73.12
100,-15,-70.16
105,-15,-62.85
110,-15,-51.62
115,-15,-37.19
120,-15,-20.44
-125,-10,2.91
-120,-10,24.52
-115,-10,44.61
-110,-10,61.92
-105,-10,75.38
-100,-10,84.15
-95,-10,87.70
-90,-10,85.79
-85,-10,78.54
-80,-10,66.42
-75,-10,50.16
-70,-10,30.78
-65,-10,9.50
-60,-10,-12.38
-55,-10,-33.49
-50,-10,-52.52
-45,-10,-68.28
-40,-10,-79.80
-35,-10,-86.35
-30,-10,-87.54
-25,-10,-83.28
-20,-10,-73.85
-15,-10,-59.82
-10,-10,-42.07
-5,-10,-21.71
0,-10,0.00
5,-10,21.71
10,-10,42.07
15,-10,59.82
20,-10,73.85
25,-10,83.28
30,-10,87.54
35,-10,86.35
40,-10,79.80
45,-10,68.28
50,-10,52.52
55,-10,33.49
60,-10,12.38
65,-10,-9.50
70,-10,-30.78
75,-10,-50.16
80,-10,-66.42
85,-10,-78.54
90,-10,-85.79
95,-10,-87.70
100,-10,-84.15
105,-10,-75.38
110,-10,-61.92
115,-10,-44.61
120,-10,-24.52
-125,-5,3.21
-120,-5,27.07
-115,-5,49.25
-110,-5,68.36
-105,-5,83.22
-100,-5,92.91
-95,-5,96.82
-90,-5,94.71
-85,-5,86.72
-80,-5,73.33
-75,-5,55.38
-70,-5,33.99
-65,-5,10.48
-60,-5,-13.67
-55,-5,-36.98
-50,-5,-57.99
-45,-5,-75.39
-40,-5,-88.10
-35,-5,-95.34
-30,-5,-96.65
-25,-5,-91.95
-20,-5,-81.53
-15,-5,-66.04
-10,-5,-46.45
-5,-5,-23.97
0,-5,0.00
5,-5,23.97
10,-5,46.45
15,-5,66.04
20,-5,81.53
25,-5,91.95
30,-5,96.65
35,-5,95.34
40,-5,88.10
45,-5,75.39
50,-5,57.99
55,-5,36.98
60,-5,13.67
65,-5,-10.48
70,-5,-33.99
75,-5,-55.38
80,-5,-73.33
85,-5,-86.72
90,-5,-94.71
95,-5,-96.82
100,-5,-92.91
105,-5,-83.22
110,-5,-68.36
115,-5,-49.25
120,-5,-27.07
-125,0,3.32
-120,0,27.94
-115,0,50.83
-110,0,70.55
-105,0,85.89
-100,0,95.89
-95,0,99.93
-90,0,97.75
-85,0,89.50
-80,0,75.68
-75,0,57.16
-70,0,35.08
-65,0,10.82
-60,0,-14.11
-55,0,-38.17
-50,0,-59.85
-45,0,-77.81
-40,0,-90.93
-35,0,-98.40
-30,0,-99.75
-25,0,-94.90
-20,0,-84.15
-15,0,-68.16
-10,0,-47.94
-5,0,-24.74
0,0,0.00
5,0,24.74
10,0,47.94
15,0,68.16
20,0,84.15
25,0,94.90
30,0,99.75
35,0,98.40
40,0,90.93
45,0,77.81
50,0,59.85
55,0,38.17
60,0,14.11
65,0,-10.82
70,0,-35.08
75,0,-57.16
80,0,-75.68
85,0,-89.50
90,0,-97.75
95,0,-99.93
100,0,-95.89
105,0,-85.89
110,0,-70.55
115,0,-50.83
120,0,-27.94
-125,5,3.21
-120,5,27.07
-115,5,49.25
-110,5,68.36
-105,5,83.22
-100,5,92.91
-95,5,96.82
-90,5,94.71
-85,5,86.72
-80,5,73.33
-75,5,55.38
-70,5,33.99
-65,5,10.48
-60,5,-13.67
-55,5,-36.98
-50,5,-57.99
-45,5,-75.39
-40,5,-88.10
-35,5,-95.34
-30,5,-96.65
-25,5,-91.95
-20,5,-81.53
-15,5,-66.04
-10,5,-46.45
-5,5,-23.97
0,5,0.00
5,5,23.97
10,5,46.45
15,5,66.04
20,5,81.53
25,5,91.95
30,5,96.65
35,5,95.34
40,5,88.10
45,5,75.39
50,5,57.99
55,5,36.98
60,5,13.67
65,5,-10.48
70,5,-33.99
75,5,-55.38
80,5,-73.33
85,5,-86.72
90,5,-94.71
95,5,-96.82
100,5,-92.91
105,5,-83.22
110,5,-68.36
115,5,-49.25
120,5,-27.07
-125,10,2.91
-120,10,24.52
-115,10,44.61
-110,10,61.92
-105,10,75.38
-100,10,84.15
-95,10,87.70
-90,10,85.79
-85,10,78.54
-80,10,66.42
-75,10,50.16
-70,10,30.78
-65,10,9.50
-60,10,-12.38
-55,10,-33.49
-50,10,-52.52
-45,10,-68.28
-40,10,-79.80
-35,10,-86.35
-30,10,-87.54
-25,10,-83.28
-20,10,-73.85
-15,10,-59.82
-10,10,-42.07
-5,10,-21.71
0,10,0.00
5,10,21.71
10,10,42.07
15,10,59.82
20,10,73.85
25,10,83.28
30,10,87.54
35,10,86.35
40,10,79.80
45,10,68.28
50,10,52.52
55,10,33.49
60,10,12.38
65,10,-9.50
70,10,-30.78
75,10,-50.16
80,10,-66.42
85,10,-78.54
90,10,-85.79
95,10,-87.70
100,10,-84.15
105,10,-75.38
110,10,-61.92
115,10,-44.61
120,10,-24.52
-125,15,2.43
-120,15,20.44
-115,15,37.19
-110,15,51.62
-105,15,62.85
-100,15,70.16
-95,15,73.12
-90,15,71.52
-85,15,65.49
-80,15,55.37
-75,15,41.82
-70,15,25.67
-65,15,7.92
-60,15,-10.33
-55,15,-27.93
-50,15,-43.79
